mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.16801023483276367,0.011763726314806459,0.011915493011474609,0.0012024896946011745,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.8321678321678322,0.8461538461538461,0.8309859154929577,0.8028169014084507,0.8380281690140845,0.8300305328474344,0.014628642840072372,6
0.34007554054260253,0.024822850539230192,0.025101375579833985,0.0038744438832019443,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8321678321678322,0.8391608391608392,0.823943661971831,0.7887323943661971,0.8309859154929577,0.8229981286319313,0.017799752759976976,64
0.09134278297424317,0.017054825363221202,0.007814550399780273,0.0013292390281504029,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8251748251748252,0.8321678321678322,0.8309859154929577,0.7816901408450704,0.8380281690140845,0.821609376538954,0.020372702406520393,70
0.17314515113830567,0.021576030965557928,0.0116241455078125,0.001781748186333444,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.8321678321678322,0.8461538461538461,0.8309859154929577,0.8028169014084507,0.8380281690140845,0.8300305328474344,0.014628642840072372,6
0.37131757736206056,0.04429807045614926,0.02644691467285156,0.0052950156987874135,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8321678321678322,0.8391608391608392,0.823943661971831,0.7887323943661971,0.8309859154929577,0.8229981286319313,0.017799752759976976,64
0.08633608818054199,0.004290653671909174,0.00653228759765625,0.0007187559093844738,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.8181818181818182,0.8461538461538461,0.8309859154929577,0.7887323943661971,0.8380281690140845,0.8244164286417807,0.020065760007102345,43
0.17266349792480468,0.017522735384678276,0.01258692741394043,0.0027794514438384457,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8461538461538461,0.8391608391608392,0.823943661971831,0.795774647887324,0.8450704225352113,0.8300206835418104,0.018868159282697878,8
0.3369049072265625,0.03771028074339715,0.023986053466796876,0.004394833897166978,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8391608391608392,0.8461538461538461,0.8309859154929577,0.7746478873239436,0.8450704225352113,0.8272037821333595,0.02682431579875318,23
0.09561376571655274,0.01435811503008964,0.008541727066040039,0.0018137718350157944,20,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.8111888111888111,0.7622377622377622,0.8380281690140845,0.7816901408450704,0.8380281690140845,0.8062346104599627,0.030279889293371557,101
0.21754236221313478,0.04200632312010468,0.01522669792175293,0.003573149312019266,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.7972027972027972,0.7552447552447552,0.8028169014084507,0.7676056338028169,0.8380281690140845,0.792179651334581,0.029012199309162493,108
